Scheme Name	Asset Value
Scheme Name	Net Asset Value
SBI Debt Fund Series - C - 46 (376 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.4550
SBI Debt Fund Series - C - 46 (376 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.3129
SBI Debt Fund Series C - 46 (376 Days) - Direct Plan- Growth	13.4568
SBI Debt Fund Series C - 46 (376 Days) - Regular Plan - Growth	13.3128
SBI Debt Fund Series C - 48 (385 Days) - Direct Plan - Growth	13.5228
SBI Debt Fund Series C - 48 (385 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.5240
SBI Debt Fund Series C - 48 (385 Days) - Regular Plan - Growth	13.3782
SBI Debt Fund Series C - 48 (385 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.3782
SBI Debt Fund Series - C - 49 (390 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.4886
SBI Debt Fund Series - C - 49 (390 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.3400
SBI Debt Fund Series C - 49 (390 Days) - Direct Plan - Growth	13.4892
SBI Debt Fund Series C - 49 (390 Days) - Regular Plan - Growth	13.3448
SBI Debt Fund Series - C - 50 (383 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.4251
SBI Debt Fund Series - C - 50 (383 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.2798
SBI Debt Fund Series C - 50 (383 Days) - Direct Plan - Growth	13.4227
SBI Debt Fund Series C - 50 (383 Days) - Regular Plan - Growth	13.2799
SBI Dual Advantage Fund - Series XXX - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.4198
SBI Dual Advantage Fund - Series XXX - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.2033
SBI Dual Advantage Fund Series XXX - Direct Plan - Growth	13.4198
SBI Dual Advantage Fund Series XXX - Regular Plan - Growth	13.2033
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Direct Plan - Growth	15.9815
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15.9917
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Regular Plan - Growth	15.7925
SBI Fixed Maturity Plan (FMP) - Series 1 (3668 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15.7924
SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Direct Plan - Growth	12.5189
SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5189
SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Regular Plan - Growth	12.4183
SBI Fixed Maturity Plan (FMP) - Series 10 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.4183
SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Direct Plan - Growth	12.4972
SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.4971
SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Regular Plan - Growth	12.3969
SBI Fixed Maturity Plan (FMP) - Series 11 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3969
SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Direct Plan - Growth	13.0558
SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.0589
SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Regular Plan - Growth	12.9240
SBI Fixed Maturity Plan (FMP) - Series 14 (384 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.9413
SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Direct Plan - Growth	12.3053
SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3053
SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Regular Plan - Growth	12.2111
SBI Fixed Maturity Plan (FMP) - Series 15 (1123 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2111
SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Direct Plan - Growth	12.2772
SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2772
SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Regular Plan - Growth	12.1837
SBI Fixed Maturity Plan (FMP) - Series 16 (1116 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1837
SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Direct Plan - Growth	12.2376
SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2376
SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Regular Plan - Growth	12.1444
SBI Fixed Maturity Plan (FMP) - Series 17 (1116 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1445
SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Direct Plan - Growth	12.2187
SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2187
SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Regular Plan - Growth	12.1263
SBI Fixed Maturity Plan (FMP) - Series 18 (1108 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1263
SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Direct  Plan - Growth	12.2184
SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2184
SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Regular Plan - Growth	12.1255
SBI Fixed Maturity Plan (FMP) - Series 19 (1115 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1255
SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Direct Plan - Growth	12.6275
SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6275
SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Regular Plan - Growth	12.5261
SBI Fixed Maturity Plan (FMP) - Series 2 (1178 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5261
SBI Fixed Maturity Plan (FMP) - Series 20 (1109 Days) - Direct Plan - Growth	12.2109
SBI Fixed Maturity Plan (FMP) - Series 20 (1109 Days) - Regular Plan - Growth	12.1186
SBI Fixed Maturity Plan (FMP) - Series 20(1109 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2109
SBI Fixed Maturity Plan (FMP) - Series 20(1109 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1186
SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Direct Plan - Growth	12.1831
SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1798
SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Regular Plan - Growth	12.0910
SBI Fixed Maturity Plan (FMP) - Series 21 (1109 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0910
SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Direct Plan - Growth	12.1411
SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1411
SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Regular Plan - Growth	12.0496
SBI Fixed Maturity Plan (FMP) - Series 22 (1106 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0496
SBI Fixed Maturity Plan (FMP) - Series 24 (1107 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1444
SBI Fixed Maturity Plan (FMP) - Series 24 (1107 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0527
SBI Fixed Maturity Plan (FMP) - Series 24 (1107) - Direct Plan - Growth	12.1444
SBI Fixed Maturity Plan (FMP) - Series 24 (1107) - Regular Plan - Growth	12.0527
SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Direct Plan - Growth	12.1211
SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1211
SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Regular Plan - Growth	12.0285
SBI Fixed Maturity Plan (FMP) - Series 25 (1120 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0285
SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Direct Plan - Growth	12.1486
SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1485
SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Regular Plan - Growth	12.0565
SBI Fixed Maturity Plan (FMP) - Series 26 (1112 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0565
SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Direct Plan - Growth	12.3847
SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3847
SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Regular Plan - Growth	12.2831
SBI Fixed Maturity Plan (FMP) - Series 27 (1203 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2831
SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Direct Plan - Growth	12.1787
SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1787
SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Regular Plan - Growth	12.0837
SBI Fixed Maturity Plan (FMP) - Series 28 (1163 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0837
SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Direct Plan - Growth	12.6642
SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.6642
SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Regular Plan - Growth	12.5624
SBI Fixed Maturity Plan (FMP) - Series 3 (1179 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.5624
SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Direct Plan - Growth	12.3138
SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3138
SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Regular Plan - Growth	12.2164
SBI Fixed Maturity Plan (FMP) - Series 31 (1160 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2164
SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Direct Plan - Growth	11.8992
SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.8992
SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Regular Plan - Growth	11.8068
SBI Fixed Maturity Plan (FMP) - Series 32 (1140 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.8068
SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Direct Plan - Growth	11.7526
SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.7515
SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Regular Plan - Growth	11.6622
SBI Fixed Maturity Plan (FMP) - Series 33 (1128 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.6622
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Direct Plan - Growth	13.4540
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.4540
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Regular Plan - Growth	13.3042
SBI Fixed Maturity Plan (FMP) - Series 34 (3682 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	13.3043
SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) - Direct Plan - Growth	12.4720
SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) - Regular Plan - Growth	12.3931
SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.4720
SBI Fixed Maturity Plan (FMP) - Series 41 (1498 Days) Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3931
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Growth	12.3858
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3858
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Growth	12.3195
SBI Fixed Maturity Plan (FMP) - Series 46 (1850 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.3196
SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Direct Plan - Growth	12.2183
SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2183
SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Regular Plan - Growth	12.1550
SBI Fixed Maturity Plan (FMP) Series 47 (1434 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1550
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Growth	12.1920
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1920
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Growth	12.1252
SBI Fixed Maturity Plan (FMP) - Series 48 (1458 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1252
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Growth	12.2482
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.2482
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Growth	12.1837
SBI Fixed Maturity Plan (FMP) - Series 49 (1823 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.1837
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Growth	12.1174
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW)	12.1174
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan - Growth	12.0456
SBI Fixed Maturity Plan (FMP) - Series 50 (1843 Days) - Regular Plan -Income Distribution Capital Withdrawal Option (IDCW)	12.0456
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Growth	12.1053
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Direct Plan - Income Distribution Capital Withdrawal Option (IDCW)	12.1058
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Growth	12.0454
SBI Fixed Maturity Plan (FMP) - Series 51 (1846 Days) - Regular Plan - Income Distribution Capital Withdrawal Option (IDCW)	12.0454
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Direct Plan - Growth	12.0906
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Direct Plan - Income Distribution Cum Withdrawal (IDCW)	12.0906
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Regular Plan - Growth	12.0337
SBI Fixed Maturity Plan (FMP) - Series 52 (1848 Days) - Regular Plan - Income Distribution Cum Withdrawal (IDCW)	12.0337
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Direct Plan - Growth	12.0958
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW)	12.0958
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Regular Plan - Growth	12.0461
SBI Fixed Maturity Plan (FMP) - Series 53 (1839 Days) - Regular Plan - Income  Distribution Cum Withdrawal Option (IDCW)	12.0461
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Direct Plan - Growth	12.0742
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Direct Plan - Income Distribution Cum Withdrawal Option (IDCW)	12.0746
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Regular Plan - Growth	12.0234
SBI Fixed Maturity Plan (FMP) - Series 54 (1842 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)	12.0234
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Direct Plan - Growth	12.0481
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	12.0481
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Regular Plan - Growth	11.9981
SBI Fixed Maturity Plan (FMP) - Series 55 (1849 Days) - Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW)	11.9981
SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Direct Plan - Growth	11.8894
SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.8894
SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Regular Plan - Growth	11.8419
SBI Fixed Maturity Plan (FMP) - Series 56 (1232 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.8419
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Direct Plan - Growth	11.9641
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.9640
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Regular Plan - Growth	11.9156
SBI Fixed Maturity Plan (FMP) - Series 57 (1835 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.9158
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Direct Plan - Growth	12.0657
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Direct Plan - Income Distribution cum Capital withdrawal option (IDCW)	12.0658
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - Growth	12.0186
SBI Fixed Maturity Plan (FMP) - Series 58 (1842 Days) - Regular Plan - Income Distribution cum Capital withdrawal option (IDCW)	12.0186
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - Growth	11.9328
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.9318
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Regular Plan - Growth	11.8883
SBI Fixed Maturity Plan (FMP) - Series 59 (1618 Days) - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	11.8883
SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Direct Plan - Growth	15.5709
SBI Fixed Maturity Plan (FMP) - Series 6 (3668 Days) - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	15.5710
